"","numberOfEpisodes","Finalization","originalTitle","startYear","endYear","runtimeMinutes","averageRating","numVotes","genre"
"9090",33,0,"The Detour",2016,0,30,7.8,4280,"comedy"
"9091",12,0,"Jack Irish",2016,0,52,7.8,712,"crime"
"9092",16,0,"El hipnotizador",2015,0,60,7,125,"drama"
"9093",95,0,"Valerie's Home Cooking",2015,0,30,6.8,54,"documentary"
"9094",26,0,"Creatives on the Couch",2015,0,24,8.9,31,"documentary"
"9095",16,0,"Ice & Coco",2015,0,60,5.6,16,"talk-show"
"9096",15,0,"Rundfunk",2015,0,30,8.2,586,"comedy"
"9097",26,0,"Giada in Italy",2015,0,30,6.3,26,"family"
"9098",13,0,"Stone Cold Podcast: Live!",2014,0,60,7.9,57,"talk-show"
"9099",60,0,"Backstage",2016,0,30,7.1,558,"drama"
"9100",13,0,"Kangoku gakuen",2015,0,24,7.7,1972,"animation"
"9101",20,1,"Not Safe with Nikki Glaser",2016,2016,22,6.6,584,"comedy"
"9102",18,0,"3%",2016,0,49,7.5,14435,"action"
"9103",15,1,"How Not to Behave",2015,2015,27,7.4,23,"comedy"
"9104",17,0,"Tae-yang-eui hoo-ye",2016,0,60,8.5,3886,"romance"
"9105",24,0,"Nobodies",2017,0,30,5.2,687,"comedy"
"9106",34,1,"Fråga Olle Dokumentären",2003,2013,45,7.4,7,"documentary"
"9107",74,1,"Outsiders",2005,2016,45,6.3,7,"documentary"
"9108",24,0,"Denpa Kyoushi",2015,0,24,6.8,73,"animation"
"9109",49,0,"Close Up with the Hollywood Reporter",2015,0,60,6.8,58,"talk-show"
"9110",74,0,"Taskmaster",2015,0,60,8.8,1421,"comedy"
"9111",9,0,"O'Hanlons Helden",2011,0,50,8,9,"biography"
"9112",40,0,"Siesta Z",2016,0,12,8.3,7,"animation"
"9113",11,0,"Sorjonen",2016,0,60,7.6,1915,"crime"
"9114",20,0,"I'm Dying Up Here",2017,0,60,7.4,2231,"drama"
"9115",13,0,"Mars",2016,0,60,7.5,7725,"adventure"
"9116",31,0,"Star",2016,0,42,6.7,2653,"drama"
"9117",20,1,"The Arrangement",2017,2018,60,6.6,2443,"drama"
"9118",15,0,"WaMahyaya 3",2015,0,15,8.8,11,"drama"
"9119",43,0,"Jay Leno's Garage",2015,0,60,7.4,260,"documentary"
"9120",87,0,"Selfie",2015,0,45,5.3,432,"comedy"
"9121",13,1,"Training Day",2017,2017,42,6,2779,"action"
"9122",12,1,"One Mississippi",2015,2017,26,7.2,2621,"comedy"
"9123",30,0,"Animals.",2016,0,30,7.2,2411,"animation"
"9124",23,0,"Great News",2017,0,22,6.7,1770,"comedy"
"9125",38,0,"The Good Place",2016,0,22,8.1,31405,"comedy"
"9126",40,0,"Down on the Farm",2015,0,15,6.6,5,"family"
"9127",24,0,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",2015,0,24,7.6,1508,"action"
"9128",12,0,"Rokka no Yuusha",2015,0,24,7.1,899,"action"
"9129",7,0,"Very British Problems",2015,0,60,7.2,306,"comedy"
"9130",11,0,"Otinanai",2015,0,48,7.8,5,"comedy"
"9131",7,0,"Som de Cristal",2015,0,40,8.2,62,"comedy"
"9132",87,1,"GameStar: Die Redaktion",2004,2013,20,7.8,17,"comedy"
"9133",10,0,"The Hill",2015,0,15,8.6,5,"drama"
"9134",29,0,"The Hunter",2014,0,45,8.6,667,"action"
"9135",12,0,"Special Forces: Ultimate Hell Week",2015,0,60,7.4,125,"action"
"9136",45,0,"Greenleaf",2016,0,60,7.3,2246,"drama"
"9137",7,0,"Crime Lord",2018,0,25,5.9,13,"crime"
"9138",14,0,"Flaked",2016,0,30,7.2,8714,"comedy"
"9139",33,0,"Captain Kyle's Cosplay Spotlight",2015,0,24,8,12,"talk-show"
"9140",13,0,"Przypadki Cezarego P.",2015,0,30,5.8,14,"comedy"
"9141",27,0,"Selling Big",2013,0,22,4.4,5,"documentary"
"9142",26,0,"Future Man",2017,0,30,7.9,9534,"action"
"9143",12,1,"Secret City",2016,2018,49,7.4,1914,"mystery"
"9144",11,0,"Kalash-Ek Vishwaas",2015,0,22,6.1,21,"drama"
"9145",52,0,"Visi vyrai - kiaules",2015,0,22,6.6,14,"comedy"
"9146",21,0,"Beach Bites with Katie Lee",2015,0,30,5.5,25,"family"
"9147",13,0,"Hunters",2016,0,60,5.6,2377,"crime"
"9148",8,0,"World's Weirdest Events",2015,0,60,8.1,39,"documentary"
"9149",39,0,"The Deep",2015,0,22,8.3,308,"action"
"9150",51,0,"The Ranch",2016,0,30,7.7,22429,"comedy"
"9151",16,0,"The Deuce",2017,0,60,8.1,13089,"drama"
"9152",26,0,"Night Sweats",2015,0,22,6.4,11,"animation"
"9153",14,0,"Mila",2015,0,25,5,20,"comedy"
"9154",17,1,"El mundo de Carlos",2015,2016,30,8,5,"history"
"9155",10,0,"Tripla",2015,0,64,6.5,14,"comedy"
"9156",18,0,"Yong Pal",2015,0,60,7.7,363,"drama"
"9157",20,0,"Sneaky Pete",2015,0,60,8.3,18547,"crime"
"9158",10,0,"Date My Dad",2017,0,60,7,237,"drama"
"9159",10,1,"Sweet/Vicious",2016,2017,38,7.6,1664,"action"
"9160",21,0,"The Durrells",2016,0,46,8,3630,"biography"
"9161",11,0,"Agatha Raisin",2014,0,60,7.4,1370,"comedy"
"9162",36,0,"Preacher",2016,0,60,8.1,50266,"adventure"
"9163",8,0,"An Klondike",2015,0,52,7.3,81,"action"
"9164",12,0,"Better Late Than Never",2016,0,60,8.4,1801,"comedy"
"9165",52,1,"The Mr. Peabody & Sherman Show",2015,2017,23,6,226,"animation"
"9166",54,0,"Huan Cheng",2016,0,44,7.3,352,"adventure"
"9167",27,0,"Lost & Found Music Studios",2015,0,30,7.1,420,"family"
"9168",24,0,"Insecure",2016,0,30,7.8,7168,"comedy"
"9169",14,0,"Millworth",2015,0,29,6.8,19,"comedy"
"9170",12,0,"Gyangusuta",2015,0,24,7.4,1207,"action"
"9171",59,1,"Raumschiff Gamestar",1997,2004,20,8,16,"adventure"
"9172",26,0,"StartUp",2016,0,44,8.1,7747,"crime"
"9173",12,1,"Time After Time",2017,2017,60,6.8,3132,"drama"
"9174",30,0,"Razia Sultan",2015,0,21,7.2,71,"action"
"9175",49,0,"Adam Ruins Everything",2015,0,30,8.5,4204,"comedy"
"9176",10,0,"Tony Robinson's Time Travels",2015,0,26,7.1,7,"documentary"
"9177",10,0,"Katastrofin anatomia",2015,0,60,6.4,19,"documentary"
"9178",52,0,"Heroes of the City",2012,0,11,6.6,23,"animation"
"9179",12,0,"Beginnings",2015,0,75,5.5,33,"sci-fi"
"9180",80,1,"Celia",2015,2016,53,8.1,240,"biography"
"9181",24,0,"Crashing",2017,0,30,7.4,3557,"comedy"
"9182",13,0,"Az po sufit!",2015,0,43,6.2,10,"comedy"
"9183",10,0,"Case",2015,0,45,7.3,987,"drama"
"9184",21,0,"Here We Wait",2016,0,12,8.8,8,"drama"
"9185",7,1,"Calimero",1992,1993,30,6.2,5,"animation"
"9186",35,0,"Table for 3",2015,0,20,8,79,"talk-show"
"9187",16,0,"Geunyeoneun yeppeodda",2015,0,60,7.9,1701,"comedy"
"9188",17,0,"Filho da Mãe",2015,0,20,7.9,13,"comedy"
"9189",87,0,"Ena zlahtna storija",2015,0,55,7.3,93,"comedy"
"9190",25,0,"Almost Genius",2015,0,30,1.3,167,"comedy"
"9191",12,0,"Glavom kroz zid",2016,0,25,8,13,"comedy"
"9192",11,0,"Rolling with the Ronks!",2014,0,13,5.8,14,"animation"
"9193",30,1,"This Is Opera",2015,2015,50,8.8,33,"documentary"
"9194",26,0,"Taken",2017,0,41,6.7,6923,"action"
"9195",7,0,"Geubels en de Idioten",2015,0,40,6.2,12,"comedy"
"9196",7,0,"Mosaic",2018,0,30,6.4,1968,"crime"
"9197",16,0,"Medici: Masters of Florence",2016,0,60,7.9,8749,"biography"
"9198",26,0,"Himouto! Umaruchan",2015,0,24,7.3,540,"animation"
"9199",20,0,"Brains",2015,0,75,7.7,15,"adventure"
"9200",9,0,"Marley's Ghosts",2015,0,40,6.5,205,"comedy"
"9201",24,0,"Ex-onnelliset",2016,0,42,8.3,38,"drama"
"9202",20,0,"Ozark",2017,0,60,8.3,66542,"crime"
"9203",12,0,"Jôkamachi no danderaion",2015,0,24,7.3,43,"animation"
"9204",13,0,"Food Booze and Tattoos",2015,0,24,7.3,24,"documentary"
"9205",9,0,"When the Night Falls",2016,0,33,6.9,7,"horror"
"9206",8,0,"Vårdgården",2016,0,28,5.1,27,"comedy"
"9207",8,1,"Class",2016,2016,45,7,3305,"drama"
"9208",24,0,"Love Me If You Dare",2015,0,45,7.6,320,"crime"
"9209",7,0,"Surviving...",2015,0,15,7,12,"drama"
"9210",7,0,"Da sam ja netko",2015,0,50,8.2,44,"drama"
"9211",12,1,"Powerless",2017,2017,21,6.4,5465,"comedy"
"9212",12,0,"Suspicion",2015,0,43,8.3,59,"crime"
"9213",9,0,"Middle of the Night Show",2015,0,30,7.8,29,"comedy"
"9214",9,1,"La sonata del silencio",2016,2016,70,7.6,83,"drama"
"9215",10,1,"Shots Fired",2017,2017,43,6.5,1680,"crime"
"9216",20,0,"Einstein",2017,0,42,6.6,138,"comedy"
"9217",24,0,"Gakusen toshi asterisk",2015,0,23,6.8,610,"action"
"9218",22,0,"Join or Die with Craig Ferguson",2016,0,22,7.1,437,"comedy"
"9219",12,0,"Chewing Gum",2015,0,23,7.7,4597,"comedy"
"9220",17,0,"Aranyélet",2015,0,60,9,3377,"action"
"9221",8,0,"Troy: Fall of a City",2018,0,60,3.8,7628,"action"
"9222",12,0,"Pakt",2015,0,60,7.5,456,"crime"
"9223",25,0,"I Love Kellie Pickler",2015,0,60,4.8,109,"comedy"
"9224",12,0,"Gakkô-gurashi!",2015,0,25,7.2,298,"animation"
"9225",55,0,"Drunk Disney",2013,0,15,8,43,"comedy"
"9226",20,0,"Legion",2017,0,60,8.4,65084,"action"
"9227",25,1,"Looped",2015,2016,22,6.2,48,"animation"
"9228",10,0,"À pleines dents!",2015,0,45,7.9,36,"documentary"
"9229",16,1,"Lab Rats: Elite Force",2016,2016,30,6.8,637,"adventure"
"9230",13,0,"Danger & Eggs",2015,0,12,6.9,179,"animation"
"9231",20,0,"Eosembeulli",2015,0,65,6.7,20,"drama"
"9232",13,0,"Maryam",2015,0,40,5.8,18,"drama"
"9233",50,0,"Aein isseoyo",2015,0,75,7.8,44,"drama"
"9234",20,1,"Legends of Chamberlain Heights",2016,2017,30,4.8,976,"animation"
"9235",50,0,"Hwaryeohan yuhok",2015,0,70,6.2,22,"drama"
"9236",8,1,"Nos Campos do Holocausto",2015,2016,27,8.9,7,"documentary"
"9237",19,0,"Victoria",2016,0,60,8.2,14612,"biography"
"9238",54,0,"Banjjak Banjjak Bitnaneun",2011,0,70,6.9,11,"drama"
"9239",29,0,"Chesapeake Shores",2016,0,42,7.8,2185,"drama"
"9240",18,0,"Unge lovende",2015,0,30,7.7,800,"drama"
"9241",7,0,"Monster",2017,0,55,6,544,"mystery"
"9242",12,0,"Punch Line",2015,0,23,6.8,82,"adventure"
"9243",14,0,"Logout_",2015,0,24,8,8,"drama"
"9244",47,0,"Friend or Foe",2015,0,50,4,14,"comedy"
"9245",16,0,"Hasta Que Te Conocí",2016,0,60,8.4,252,"biography"
"9246",20,0,"Fluffy Breaks Even",2015,0,30,7.4,89,"comedy"
"9247",62,0,"Lethal Weapon",2016,0,44,8.1,27436,"action"
"9248",8,1,"Still Star-Crossed",2017,2017,43,5.3,1498,"drama"
"9249",8,0,"Valkyrien",2017,0,45,7.5,1112,"drama"
"9250",28,0,"Star Trek: Discovery",2017,0,60,7.4,51133,"action"
"9251",25,0,"Desperate Housewives Africa",2015,0,43,7.9,28,"comedy"
"9252",15,0,"Ekaant",2014,0,22,8.5,49,"history"
"9253",12,0,"Lance N' Masques",2015,0,25,4.9,15,"animation"
"9254",14,1,"Here Come the Habibs!",2016,2017,30,5.7,301,"comedy"
"9255",21,1,"Beyond",2016,2018,43,7.2,5677,"drama"
"9256",10,0,"Neon Joe, Werewolf Hunter",2015,0,22,7.4,611,"comedy"
"9257",39,0,"Atletico Textila",2016,0,44,7.6,131,"comedy"
"9258",8,1,"Jericho",2016,2016,60,6.8,1146,"drama"
"9259",30,0,"You Me Her",2016,0,28,7,5673,"comedy"
"9260",8,0,"Gidseltagningen",2017,0,44,7.1,759,"drama"
"9261",7,0,"Ponyhof",2015,0,30,6,10,"comedy"
"9262",12,0,"Secrets of Great British Castles",2015,0,45,7.9,451,"documentary"
"9263",7,0,"Full Measure",2015,0,30,6.4,11,"news"
"9264",16,0,"William Shatner War Chronicles",2015,0,11,7.9,32,"action"
"9265",54,0,"Comedy Club",2005,0,43,5.1,143,"comedy"
"9266",14,0,"Making a Murderer",2015,0,60,8.7,65166,"crime"
"9267",22,0,"Berlin Station",2016,0,60,7.5,4123,"thriller"
"9268",45,0,"Terapia",2016,0,30,7.6,79,"drama"
"9269",52,1,"Dawn of the Croods",2015,2017,23,5.9,356,"animation"
"9270",13,0,"Wanted",2016,0,60,7.7,1852,"drama"
"9271",12,0,"Sakurako-san no ashimoto ni wa shitai ga umatteiru",2015,0,24,7,159,"animation"
"9272",20,0,"The Coroner",2015,0,45,6.8,765,"crime"
"9273",39,0,"Andi Mack",2017,0,25,7.4,1129,"comedy"
"9274",39,0,"Huang's World",2013,0,60,8,217,"biography"
"9275",12,0,"Sorry, Ari",2015,0,24,7.9,17,"comedy"
"9276",39,0,"Van Helsing",2016,0,60,6,10923,"action"
"9277",9,0,"Tabula Rasa",2017,0,60,8.1,3638,"thriller"
"9278",40,0,"Laura",2015,0,22,7.8,19,"comedy"
"9279",30,0,"Asfoureyyeh",2015,0,23,7.7,42,"comedy"
"9280",19,0,"Josh",2014,0,30,6.5,517,"comedy"
"9281",24,0,"Or So the Story Goes",2013,0,15,7.8,21,"drama"
"9282",17,0,"Secret Life of Boys",2015,0,22,7.4,17,"comedy"
"9283",16,0,"Me Chama de Bruna",2016,0,60,6.5,105,"drama"
"9284",10,1,"Dead of Summer",2016,2016,60,6.3,3677,"drama"
"9285",20,0,"Imposters",2017,0,41,7.8,6162,"comedy"
"9286",16,1,"Tomara que Caia",2015,2015,45,3.5,6,"comedy"
"9287",64,1,"Bride from Vietnam",2007,2008,65,7.2,6,"drama"
"9288",12,0,"Grandpas Over Flowers Investigation Team",2014,0,60,8,17,"comedy"
"9289",55,0,"Loving You a Thousand Times",2009,0,65,7.3,12,"romance"
"9290",32,0,"Aqui Tão Longe",2016,0,45,6.7,62,"crime"
"9291",12,0,"Band of Brothers",2008,0,30,7.6,11,"comedy"
"9292",24,0,"Kak ya stal russkim",2015,0,24,7.4,228,"comedy"
"9293",41,0,"The Voice Kids",2016,0,45,6.1,16,"family"
"9294",28,0,"Born This Way",2015,0,41,8.2,364,"drama"
"9295",26,1,"Urmel",1996,1997,25,8.2,6,"animation"
"9296",39,0,"Food: Fact or Fiction?",2015,0,30,7.9,44,"documentary"
"9297",19,0,"Giada's Holiday Handbook",2015,0,30,6,5,"family"
"9298",10,1,"Kyattô ninden teyandee",1990,1991,30,7.7,10,"adventure"
"9299",12,0,"Drifters",2016,0,22,7.9,1148,"action"
"9300",24,0,"Rosehaven",2016,0,28,7.7,425,"comedy"
"9301",81,0,"Chopped Junior",2015,0,60,6.5,91,"family"
"9302",15,0,"Halloween Baking Championship",2015,0,60,7.1,44,"family"
"9303",50,1,"Undeniable with Joe Buck",2015,2018,52,7.8,39,"biography"
"9304",8,0,"The Characters",2016,0,30,5.2,480,"comedy"
"9305",21,0,"Los archivos del ministerio",2015,0,30,8.2,6,"documentary"
"9306",88,1,"Whatever Happened To?",2006,2010,22,5.2,9,"biography"
"9307",11,0,"Lost in Space",2018,0,60,7.2,38778,"adventure"
"9308",40,0,"Word Party",2016,0,11,6.2,149,"animation"
"9309",15,0,"Witless",2016,0,30,6.8,616,"comedy"
"9310",9,0,"Kometto rushifâ",2015,0,24,4.8,46,"adventure"
"9311",8,0,"The Collection",2016,0,60,7.1,1405,"drama"
"9312",13,0,"God Eater",2015,0,24,7.2,865,"action"
"9313",24,0,"Concrete Revolutio: Chôjin gensô",2015,0,24,6,49,"action"
"9314",8,1,"Badlands, Texas",2015,2016,42,6.8,209,"crime"
"9315",9,0,"The Story of God with Morgan Freeman",2016,0,60,8,2637,"adventure"
"9316",69,1,"Hidden Heroes",2015,2018,22,8.7,10,"family"
"9317",11,0,"Subete ga F ni naru",2015,0,23,7.2,209,"animation"
"9318",26,0,"Hunting Hitler",2015,0,42,7.6,1567,"documentary"
"9319",13,0,"Boku dake ga inai machi",2016,0,30,8.6,11694,"animation"
"9320",34,0,"Sikandar Box",2011,0,34,8.2,82,"comedy"
"9321",12,0,"Mustad lesed",2015,0,43,6.3,9,"drama"
"9322",11,0,"37 Problems",2015,0,64,6.8,32,"comedy"
"9323",13,1,"American Gothic",2016,2016,40,6.8,3648,"crime"
"9324",8,0,"How the Earth Works",2013,0,44,7.7,26,"history"
"9325",12,1,"Beneath the Lies",2014,2016,30,8.6,81,"crime"
"9326",40,0,"Il paradiso delle signore",2015,0,50,8.4,73,"romance"
"9327",11,1,"La embajada",2016,2016,70,6.5,205,"thriller"
"9328",7,1,"Kalle og Molo",2006,2007,20,7.6,7,"family"
"9329",85,0,"MTV Warrior High",2015,0,25,7.7,19,"drama"
"9330",16,0,"Marcella",2016,0,45,7.5,11441,"crime"
"9331",16,0,"Landeplage",2007,0,28,7,5,"documentary"
"9332",10,0,"On Air with AIB",2015,0,48,8.3,1372,"comedy"
"9333",14,0,"Chop Chop TV Show",2016,0,22,7.7,6,"comedy"
"9334",12,0,"Norn9",2016,0,24,6.9,59,"animation"
"9335",8,0,"Work in Progress",2015,0,24,7.7,7,"comedy"
"9336",22,0,"Running on Empty",2015,0,24,9.6,5,"documentary"
"9337",43,1,"Skam",2015,2017,30,8.8,20066,"drama"
"9338",12,0,"Smartest Guy in the Room",2016,0,22,8,51,"documentary"
"9339",30,0,"Thief Trackers",2015,0,30,6.8,5,"crime"
"9340",12,0,"Yangu burakku jakku",2015,0,24,6.7,55,"animation"
"9341",10,0,"Star Trek: Absolution",2015,0,42,6.2,9,"animation"
"9342",18,0,"Mindhunter",2017,0,60,8.6,90900,"crime"
"9343",41,0,"Ready Jet Go!",2016,0,26,6.9,74,"animation"
"9344",43,1,"Designated Survivor",2016,2018,60,7.7,49706,"action"
"9345",16,0,"Real Detective",2016,0,43,8.1,1449,"crime"
"9346",16,0,"Byw Celwydd",2016,0,49,7.9,16,"drama"
"9347",14,0,"Shadow of Doubt",2016,0,52,7.4,65,"crime"
"9348",12,0,"Songgot",2015,0,40,8,15,"drama"
"9349",12,0,"The A Word",2016,0,60,7.8,1262,"drama"
"9350",10,0,"Osmosis",2015,0,73,7.8,11,"drama"
"9351",51,0,"Degrassi: Next Class",2016,0,30,7.1,1705,"drama"
"9352",24,0,"Lovac na bilje",2016,0,27,9.2,16,"adventure"
"9353",14,0,"Musaigen No Phantom World",2016,0,24,6.4,382,"animation"
"9354",8,0,"Griff's Great Britain",2016,0,30,6.9,8,"documentary"
"9355",12,0,"Haruchika: Haruta to Chika wa seishun suru",2016,0,24,6,40,"animation"
"9356",51,0,"Nae Ddal, Geum Sa-wol",2015,0,70,7,10,"drama"
"9357",12,0,"Prince of Stride: Alternative",2016,0,24,6.6,184,"animation"
"9358",79,0,"Full Frontal with Samantha Bee",2016,0,21,6,4560,"comedy"
"9359",12,0,"Dance with Devils",2015,0,23,6.2,229,"animation"
"9360",20,0,"Swedish Dicks",2016,0,30,6.4,1514,"comedy"
"9361",12,0,"Shôjo-tachi wa kôya o mezasu",2016,0,24,5.7,33,"animation"
"9362",13,0,"Suryaputra Karn",2015,0,24,8.3,233,"fantasy"
"9363",10,0,"Hitting the Breaks",2016,0,28,7.4,49,"comedy"
"9364",12,0,"Divine Gate",2016,0,23,5.7,194,"action"
"9365",54,0,"Shahrzad",2015,0,60,8.3,4153,"drama"
"9366",8,0,"Hers and History",2016,0,50,7.7,16,"comedy"
"9367",12,0,"Saijaku muhai no Bahamut",2016,0,24,7,272,"action"
"9368",14,0,"Kocktails with Khloé",2016,0,60,2.8,330,"talk-show"
"9369",20,0,"Tricks of the Restaurant Trade",2016,0,30,5.7,18,"documentary"
"9370",30,1,"Power Rangers Ninja Steel",2017,2018,21,6.8,378,"action"
"9371",7,0,"Walliams & Friend",2015,0,40,6.1,166,"comedy"
"9372",24,0,"Bubuki buranki",2016,0,24,6.3,61,"action"
"9373",24,0,"Saints & Sinners",2016,0,42,7.5,260,"drama"
"9374",13,0,"Tracey Ullman's Show",2016,0,30,7.2,379,"comedy"
"9375",20,1,"Can lan shi guang",2015,2016,50,7.9,8,"drama"
"9376",27,0,"One Day at a Time",2017,0,30,8.2,6019,"comedy"
"9377",28,0,"Chao Ji Da Ying Xiong",2015,0,45,6.2,9,"history"
"9378",26,0,"Dziewczyny ze Lwowa",2015,0,44,5.8,9,"comedy"
"9379",13,0,"Hai to gensô no Grimgar",2016,0,24,7.6,1210,"adventure"
"9380",18,0,"Giada Entertains",2016,0,30,6.4,7,"family"
"9381",29,0,"Walks Around Britain",2016,0,30,8.8,23,"documentary"
"9382",13,1,"24: Legacy",2016,2017,41,6.2,8464,"action"
"9383",21,1,"Amrutham",2001,2007,24,8.2,245,"comedy"
"9384",14,0,"Dagashi kashi",2016,0,24,6.2,387,"animation"
"9385",42,1,"Aschberg",2009,2010,30,5.4,5,"talk-show"
"9386",33,0,"Little Big Shots",2016,0,60,7.5,400,"family"
"9387",9,0,"Barry",2018,0,30,8.1,8418,"comedy"
"9388",60,0,"Junior Express",2013,0,25,8.1,19,"comedy"
"9389",24,0,"Killing Fields",2016,0,42,7.6,710,"crime"
"9390",18,0,"Finaste familjen",2016,0,22,5.7,155,"comedy"
"9391",12,0,"Ore ga ojô-sama gakkô ni 'shomin sample' toshite gettsu sareta ken",2015,0,24,6.8,77,"animation"
"9392",10,0,"Mama's Angel",2016,0,45,7.3,22,"crime"
"9393",26,0,"Silly Seasons",2015,0,24,8.4,8,"animation"
"9394",10,1,"Feed the Beast",2016,2016,60,6.8,2803,"crime"
"9395",28,0,"Bajillion Dollar Propertie$",2016,0,30,7.4,328,"comedy"
"9396",11,0,"The Last O.G.",2018,0,30,6.8,1109,"comedy"
"9397",12,0,"Perjantai",2016,0,55,4.4,7,"talk-show"
"9398",8,0,"Kanonkongen Freja",2016,0,20,8.2,5,"adventure"
"9399",20,1,"The Exorcist",2016,2018,45,8.2,20215,"drama"
"9400",8,0,"That's So...",2016,0,60,7.6,7,"documentary"
"9401",10,0,"Eyewitness",2016,0,42,7.8,3928,"crime"
"9402",25,0,"Sketch History",2015,0,23,7.4,87,"comedy"
"9403",22,0,"Kono subarashii sekai ni shukufuku o!",2016,0,24,7.7,1883,"adventure"
"9404",68,0,"That's My Amboy",2016,0,30,5.6,7,"comedy"
"9405",20,0,"Bonusfamiljen",2017,0,44,7.5,813,"comedy"
"9406",18,1,"Unplanned America",2014,2016,26,7.8,40,"documentary"
"9407",60,1,"Leo the Wildlife Ranger",2015,2016,22,7.2,5,"animation"
"9408",12,0,"Schwarzesmarken",2016,0,24,6.4,86,"animation"
"9409",10,0,"Truth and Power",2016,0,30,7.9,69,"documentary"
"9410",10,1,"Guilt",2016,2016,60,6.1,1943,"drama"
"9411",48,0,"American Housewife",2016,0,30,7.4,4375,"comedy"
"9412",13,1,"Conviction",2016,2017,42,7.3,6289,"drama"
"9413",10,1,"Pulsaciones",2016,2017,70,6.6,190,"crime"
"9414",16,0,"Dark Net",2016,0,30,7.1,915,"documentary"
"9415",52,0,"Justice League Action",2016,0,11,7.9,1071,"action"
"9416",52,0,"Pumpkin Reports",2015,0,11,7.7,9,"animation"
"9417",57,0,"Riverdale",2016,0,45,7.6,60476,"crime"
"9418",17,0,"Anne",2017,0,60,8.5,10689,"drama"
"9419",53,0,"Mister Brau",2015,0,40,6.4,42,"comedy"
"9420",50,0,"Duels",2014,0,55,7.5,17,"biography"
"9421",28,0,"Die Spezialisten - Im Namen der Opfer",2016,0,45,7.8,27,"crime"
"9422",10,1,"Horace and Pete",2016,2016,67,8.6,11974,"comedy"
"9423",14,0,"The Other F Word",2016,0,52,8,23,"comedy"
"9424",10,0,"Gaycation",2016,0,60,7.1,1117,"documentary"
"9425",12,0,"Kôkaku no Pandora",2016,0,25,5.4,19,"action"
"9426",8,0,"Jongo",2016,0,42,6,23,"action"
"9427",84,0,"Garbage Time with Katie Nolan",2015,0,30,6.8,53,"comedy"
"9428",16,0,"Black Widows",2016,0,42,6.5,477,"crime"
"9429",21,0,"Milo Murphy's Law",2016,0,12,7.8,933,"action"
"9430",51,0,"Bunnicula",2016,0,11,7.1,263,"animation"
"9431",16,0,"Han-beon deo hae-pi-en-ding",2016,0,70,7.4,144,"comedy"
"9432",10,0,"Klassinen Suomi",2016,0,58,7.8,10,"documentary"
"9433",24,1,"Lopez",2016,2017,30,5.4,473,"comedy"
"9434",61,0,"La esclava blanca",2016,0,60,8.2,311,"history"
"9435",26,0,"Lego Star Wars: The Freemaker Adventures",2016,0,23,7.7,495,"action"
"9436",10,0,"Party Over Here",2016,0,30,3.8,178,"comedy"
"9437",20,0,"Search Party",2016,0,24,7.5,3408,"comedy"
"9438",9,0,"Geeking Out",2016,0,30,7.5,191,"comedy"
"9439",34,1,"Superior Donuts",2017,2018,21,6.5,2295,"comedy"
"9440",48,1,"Kevin Can Wait",2016,2018,30,5.7,7072,"comedy"
"9441",13,0,"UFO Diaries",1995,0,25,7.2,5,"documentary"
"9442",12,0,"You Are Wanted",2017,0,49,6.1,2304,"drama"
"9443",15,0,"Midnight, Texas",2017,0,60,7.5,8141,"drama"
"9444",16,1,"Haters Back Off!",2016,2017,30,6.1,5803,"comedy"
"9445",20,1,"Dramaworld",2016,2019,15,7.7,1082,"comedy"
"9446",8,0,"Here We Go Again",2016,0,30,7.2,62,"comedy"
"9447",65,0,"Yago",2016,0,60,7.3,36,"drama"
"9448",20,0,"Dream Corp LLC",2016,0,11,6.8,239,"comedy"
"9449",53,0,"Dar Hashieh",2015,0,40,5.4,293,"comedy"
"9450",19,0,"Machines: How They Work",2016,0,60,7.6,18,"documentary"
"9451",8,1,"I Love Dick",2016,2017,32,5.9,2980,"comedy"
"9452",46,0,"Sha Zhu",2015,0,45,8.1,8,"drama"
"9453",22,1,"The Great Indoors",2016,2017,30,6.2,2767,"comedy"
"9454",60,0,"Walk the Prank",2016,0,22,3.9,332,"comedy"
"9455",9,0,"Na vode",2016,0,45,6.6,8,"comedy"
"9456",30,0,"Les Pays d'en Haut",2016,0,42,7.9,97,"crime"
"9457",16,0,"A Slap on Titan",2014,0,15,7.9,10,"action"
"9458",55,0,"De rekenkamer",2011,0,25,6.9,14,"documentary"
"9459",14,0,"Goed Volk",2014,0,51,8.8,9,"documentary"
"9460",14,1,"Tokyo Ghoul: Root A",2015,2015,24,7.8,5642,"action"
"9461",10,1,"Pitch",2016,2017,60,7.4,4909,"drama"
"9462",13,1,"Pure Genius",2016,2017,60,7.1,4226,"drama"
"9463",10,1,"Gypsy",2017,2017,51,7,10112,"drama"
"9464",20,0,"Nightcap",2016,0,21,5.1,255,"comedy"
"9465",23,0,"Trial & Error",2017,0,22,8,3628,"comedy"
"9466",26,1,"Timeless",2016,2018,60,7.7,25546,"action"
"9467",10,0,"Daytime Divas",2017,0,60,6.5,379,"comedy"
"9468",13,1,"Santo Forte",2015,2015,45,9.1,7,"drama"
"9469",8,0,"Flophouse",2016,0,30,5.5,41,"comedy"
"9470",17,0,"Big Hero 6 The Series",2017,0,21,7.2,390,"action"
"9471",9,1,"Making History",2017,2017,21,6.3,1958,"comedy"
